0,0,1,ANNA,1,0.5,0
0,1,2,BELA,5,2.5,0
0,0,3,FARIN,5,2.5,1
0,1,4,ROD,1,2.5,0
0,0,1,ANNA,1,0.5,0
0,1,2,BELA,5,2.5,0
0,0,3,FARIN,5,2.5,0
0,1,4,ROD,1,2.5,1
0,doc_0_Q_learner,1,ANNA,1,0.5,0
0,doc_1_Q_learner,2,BELA,5,2.5,1
0,doc_0_Q_learner,3,FARIN,5,2.5,0
0,doc_1_Q_learner,4,ROD,1,2.5,1
1,doc_0_Q_learner,1,ROD,1,2.5,1
1,doc_1_Q_learner,2,ANNA,1,2.5,1
1,doc_1_Q_learner,3,FARIN,5,2.5,1
1,doc_0_Q_learner,4,BELA,5,2.5,0
2,doc_1_Q_learner,1,ANNA,1,2.5,0
2,doc_0_Q_learner,2,BELA,5,3.625,0
2,doc_0_Q_learner,3,FARIN,5,3.625,0
2,doc_1_Q_learner,4,ROD,1,2.5,0
3,doc_1_Q_learner,1,FARIN,5,2.5,1
3,doc_0_Q_learner,2,ANNA,1,3.625,0
3,doc_1_Q_learner,3,BELA,5,2.5,0
3,doc_0_Q_learner,4,ROD,1,3.625,1
4,doc_1_Q_learner,1,FARIN,5,2.5,0
4,doc_0_Q_learner,2,ANNA,1,3.625,1
4,doc_1_Q_learner,3,BELA,5,2.5,0
4,doc_0_Q_learner,4,ROD,1,3.625,1
5,doc_0_Q_learner,1,ANNA,1,3.625,0
5,doc_1_Q_learner,2,FARIN,5,2.5,1
5,doc_1_Q_learner,3,BELA,5,2.5,0
5,doc_0_Q_learner,4,ROD,1,3.625,0
6,doc_1_Q_learner,1,FARIN,5,2.5,0
6,doc_0_Q_learner,2,ROD,1,3.625,1
6,doc_1_Q_learner,3,ANNA,1,2.5,1
6,doc_0_Q_learner,4,BELA,5,3.625,0
7,doc_0_Q_learner,1,ROD,1,3.625,1
7,doc_1_Q_learner,2,BELA,5,2.5,1
7,doc_0_Q_learner,3,ANNA,1,3.625,0
7,doc_1_Q_learner,4,FARIN,5,2.5,1
8,doc_0_Q_learner,1,ANNA,1,3.625,0
8,doc_1_Q_learner,2,ROD,1,2.5,1
8,doc_1_Q_learner,3,FARIN,5,2.5,1
8,doc_0_Q_learner,4,BELA,5,3.625,0
9,doc_0_Q_learner,1,ANNA,1,3.625,0
9,doc_1_Q_learner,2,FARIN,5,2.5,1
9,doc_0_Q_learner,3,ROD,1,3.625,1
9,doc_1_Q_learner,4,BELA,5,2.5,0
10,doc_0_Q_learner,1,BELA,5,3.625,1
10,doc_1_Q_learner,2,ROD,1,2.5,1
10,doc_1_Q_learner,3,ANNA,1,2.5,0
10,doc_0_Q_learner,4,FARIN,5,3.625,1
11,doc_0_Q_learner,1,ROD,1,3.625,1
11,doc_1_Q_learner,2,BELA,5,2.5,0
11,doc_0_Q_learner,3,FARIN,5,3.625,1
11,doc_1_Q_learner,4,ANNA,1,2.5,0
12,doc_0_Q_learner,1,ANNA,1,3.625,1
12,doc_1_Q_learner,2,ROD,1,2.5,1
12,doc_1_Q_learner,3,BELA,5,2.5,1
12,doc_0_Q_learner,4,FARIN,5,3.625,0
13,doc_0_Q_learner,1,ROD,1,3.625,1
13,doc_1_Q_learner,2,BELA,5,2.5,0
13,doc_0_Q_learner,3,ANNA,1,3.625,1
13,doc_1_Q_learner,4,FARIN,5,2.5,1
14,doc_1_Q_learner,1,ROD,1,2.5,1
14,doc_0_Q_learner,2,FARIN,5,3.625,1
14,doc_0_Q_learner,3,ANNA,1,3.625,1
14,doc_1_Q_learner,4,BELA,5,2.5,0
15,doc_0_Q_learner,1,ANNA,1,3.625,0
15,doc_1_Q_learner,2,FARIN,5,2.5,0
15,doc_0_Q_learner,3,ROD,1,3.625,0
15,doc_1_Q_learner,4,BELA,5,2.5,1
16,doc_0_Q_learner,1,BELA,5,3.625,1
16,doc_1_Q_learner,2,ROD,1,2.5,0
16,doc_0_Q_learner,3,ANNA,1,3.625,1
16,doc_1_Q_learner,4,FARIN,5,2.5,0
17,doc_0_Q_learner,1,ANNA,1,3.625,1
17,doc_1_Q_learner,2,FARIN,5,2.5,1
17,doc_0_Q_learner,3,ROD,1,3.625,1
17,doc_1_Q_learner,4,BELA,5,2.5,0
18,doc_0_Q_learner,1,FARIN,5,3.625,1
18,doc_1_Q_learner,2,BELA,5,2.5,1
18,doc_1_Q_learner,3,ROD,1,2.5,1
18,doc_0_Q_learner,4,ANNA,1,3.625,1
19,doc_0_Q_learner,1,FARIN,5,3.625,1
19,doc_1_Q_learner,2,ANNA,1,2.5,1
19,doc_1_Q_learner,3,BELA,5,2.5,0
19,doc_0_Q_learner,4,ROD,1,3.625,0
20,doc_1_Q_learner,1,FARIN,5,2.5,0
20,doc_0_Q_learner,2,BELA,5,3.625,1
20,doc_1_Q_learner,3,ROD,1,2.5,1
20,doc_0_Q_learner,4,ANNA,1,3.625,1
21,doc_0_Q_learner,1,FARIN,5,3.625,0
21,doc_1_Q_learner,2,ROD,1,2.5,1
21,doc_0_Q_learner,3,ANNA,1,3.625,1
21,doc_1_Q_learner,4,BELA,5,2.5,0
22,doc_0_Q_learner,1,ANNA,1,3.625,1
22,doc_1_Q_learner,2,ROD,1,2.5,1
22,doc_0_Q_learner,3,FARIN,5,3.625,1
22,doc_1_Q_learner,4,BELA,5,2.5,1
23,doc_0_Q_learner,1,FARIN,5,3.625,0
23,doc_1_Q_learner,2,ROD,1,2.5,1
23,doc_0_Q_learner,3,ANNA,1,3.625,1
23,doc_1_Q_learner,4,BELA,5,2.5,0
24,doc_0_Q_learner,1,ANNA,1,3.625,1
24,doc_1_Q_learner,2,FARIN,5,2.5,0
24,doc_1_Q_learner,3,BELA,5,2.5,0
