0,doc1_Q_learner,0.5000060506560928,,7290,0,0
0,doc2_Random,0,,6384,0,0
0,doc1_Q_learner,0.38461896444205895,,7292,0,0
0,doc2_Random,0.5555619756396329,,6384,0,0
0,doc1_Q_learner,0.3333351257467642,,7294,0,0
0,doc2_Random,0.2272738015892149,,6385,0,0
0,doc1_Q_learner,0.1923088852908517,,7294,0,0
0,doc2_Random,0,,6385,0,0
0,doc1_Q_learner,0.14285747199528148,,7295,0,1
0,doc2_Random,0.22727380147750423,,6385,0,0
0,doc1_Q_learner,0,,7295,0,2
0,doc2_Random,0.2272738013658168,,6385,0,0
0,doc1_Q_learner,0.3333351251686565,,7295,0,3
0,doc2_Random,0.27777938212208547,,6385,0,0
0,doc1_Q_learner,0.33333512502418783,,7295,0,4
0,doc2_Random,0.3846199976012474,,6386,0,0
0,doc1_Q_learner,0.29411973918197987,,7295,0,5
0,doc2_Random,0,,6387,0,0
0,doc1_Q_learner,0.18518629085584384,1,7296,0,6
0,doc2_Random,0,,6388,0,0
0,doc1_Q_learner,0.15625039353816628,1,7297,0,7
0,doc2_Random,0,,6389,0,0
1,doc1_Q_learner,0.5000060440733831,,7298,0,8
1,doc2_Random,0.5555619693025242,,6389,0,0
1,doc1_Q_learner,0.416669464608277,,7300,0,8
1,doc2_Random,0.22727380052890064,,6390,0,0
1,doc1_Q_learner,0.5000060428559343,,7300,0,8
1,doc2_Random,0,,6390,0,0
1,doc1_Q_learner,0.18518629023235,1,7302,0,8
1,doc2_Random,0,,6391,0,0
1,doc1_Q_learner,0.3333351233644709,,7303,0,9
1,doc2_Random,0,,6391,0,0
1,doc1_Q_learner,0.2173928268158381,1,7303,0,10
1,doc2_Random,0.38461999257197393,,6392,0,0
1,doc1_Q_learner,0,,7305,0,11
1,doc2_Random,0.2777793799567412,1,6393,0,0
1,doc1_Q_learner,0.35714593836004477,,7306,0,12
1,doc2_Random,0.22727379969328773,,6395,0,0
1,doc1_Q_learner,0.15625039314209224,,7307,0,13
1,doc2_Random,0,,6395,0,0
1,doc1_Q_learner,0.15625039311044078,1,7307,0,13
1,doc2_Random,0.22727379947067733,,6396,0,0
1,doc1_Q_learner,0.41666946190536885,,7308,0,13
1,doc2_Random,0,,6396,0,0
2,doc1_Q_learner,0.5000060370190005,,7308,0,13
2,doc2_Random,1.0000207559310073,,6396,0,0
2,doc1_Q_learner,0.6250062880426581,,7310,0,13
2,doc2_Random,0,,6398,0,0
2,doc1_Q_learner,0.38461895608732394,,7311,0,13
2,doc2_Random,1.0000207537771875,,6398,0,0
2,doc1_Q_learner,0.19230888260307127,,7313,0,13
2,doc2_Random,0.27777937895932164,,6400,0,0
2,doc1_Q_learner,0,,7314,0,13
2,doc2_Random,0.2272737990257337,,6401,0,0
2,doc1_Q_learner,0.1666675605661602,,7314,0,14
2,doc2_Random,0.3846199880311191,,6401,0,0
2,doc1_Q_learner,0.1428574712009635,,7314,0,15
2,doc2_Random,0.38461998731496,,6402,0,0
2,doc1_Q_learner,0,,7314,0,16
2,doc2_Random,0.22727379858115912,,6403,0,0
2,doc1_Q_learner,0.15625039276261052,1,7314,0,17
2,doc2_Random,0.22727379835901015,,6404,0,0
2,doc1_Q_learner,0.4166694594322866,,7315,0,17
2,doc2_Random,0,,6404,0,0
3,doc1_Q_learner,0.5000060316783749,,7315,0,17
3,doc2_Random,0.5555619550067387,,6404,0,0
3,doc1_Q_learner,0.4166694588708326,,7317,0,17
3,doc2_Random,1.0000207322635486,,6405,0,0
3,doc1_Q_learner,0.15625039262049367,,7317,0,17
3,doc2_Random,0.22727379802595934,,6407,0,0
3,doc1_Q_learner,0.185186288011315,,7317,0,17
3,doc2_Random,0.29412033650329183,,6407,0,0
3,doc1_Q_learner,0,,7317,0,18
3,doc2_Random,0.2272737977485752,1,6407,0,0
3,doc1_Q_learner,0.41666945774860165,,7318,0,19
3,doc2_Random,0.277779376719662,,6408,0,0
3,doc1_Q_learner,0.35714593266412725,,7318,0,20
3,doc2_Random,0,,6409,0,0
3,doc1_Q_learner,0.15625039241539526,1,7319,0,21
3,doc2_Random,0,,6410,0,0
3,doc1_Q_learner,0.21739282332924578,1,7320,0,22
3,doc2_Random,0.22727379719423785,,6411,0,0
3,doc1_Q_learner,0.3571459315521709,,7322,0,22
3,doc2_Random,0,,6411,0,0
4,doc1_Q_learner,0.500006025136871,,7323,0,22
4,doc2_Random,0.2941203344145461,,6411,0,0
4,doc1_Q_learner,0.62500627566748,,7325,0,22
4,doc2_Random,0.22727379691728442,,6411,0,0
4,doc1_Q_learner,0.4166694556188462,,7326,0,22
