0,1,1,FARIN,5,4.5,1
0,0,2,BELA,5,4.5,1
0,1,3,ANNA,1,4.5,1
0,0,4,ROD,1,4.5,1
1,0,1,ANNA,1,0.9,0
1,1,2,FARIN,5,4.5,1
1,0,3,BELA,5,4.5,0
1,1,4,ROD,1,4.5,1
2,0,1,ANNA,1,0.08999999999999997,0
2,1,2,FARIN,5,0.4500000000000002,0
2,0,3,ROD,1,0.9,1
2,1,4,BELA,5,4.5,1
3,0,1,FARIN,5,8.509500000000001,1
3,1,2,ANNA,1,0.9,0
3,0,3,ROD,1,8.509500000000001,1
3,1,4,BELA,5,4.5,1
4,0,1,BELA,5,4.5,1
4,1,2,ANNA,1,0.9,1
4,0,3,ROD,1,4.5,1
4,1,4,FARIN,5,4.5,1
5,1,1,FARIN,5,1.2519,1
5,0,2,BELA,5,0.4500000000000002,0
5,1,3,ROD,1,1.2519,1
5,0,4,ANNA,1,0.9,0
6,0,1,ROD,1,0.9,1
6,1,2,BELA,5,4.5,1
6,0,3,ANNA,1,0.9,0
6,1,4,FARIN,5,4.5,1
7,0,1,ROD,1,0.08999999999999997,1
7,1,2,BELA,5,0.4500000000000002,0
7,0,3,FARIN,5,4.5,1
7,1,4,ANNA,1,0.9,0
8,1,1,ANNA,1,5.31045,1
8,0,2,BELA,5,4.5,0
8,1,3,ROD,1,5.31045,1
8,0,4,FARIN,5,4.5,1
9,1,1,ROD,1,5.31045,1
9,0,2,ANNA,1,0.9,0
9,1,3,BELA,5,5.31045,0
9,0,4,FARIN,5,4.5,0
10,0,1,FARIN,5,1.251900000000001,0
10,1,2,ANNA,1,0.08999999999999997,1
10,0,3,BELA,5,4.5,1
10,1,4,ROD,1,0.9,0
11,1,1,ANNA,1,0.5310449999999998,1
11,0,2,BELA,5,0.4500000000000002,1
11,1,3,ROD,1,0.5310449999999998,0
11,0,4,FARIN,5,0.4500000000000002,0
12,1,1,ROD,1,0.5310449999999998,1
12,0,2,ANNA,1,0.08999999999999997,1
12,1,3,BELA,5,0.5310449999999998,0
12,0,4,FARIN,5,0.4500000000000002,0
13,0,1,ANNA,1,4.41945,1
13,1,2,ROD,1,0.9,1
13,0,3,FARIN,5,4.5,1
13,1,4,BELA,5,4.5,0
14,0,1,FARIN,5,0.1251899999999999,0
14,1,2,ANNA,1,0.009000000000000008,0
14,0,3,ROD,1,0.1251899999999999,1
14,1,4,BELA,5,0.4500000000000002,0
15,0,1,FARIN,5,0.01251899999999928,0
15,1,2,ANNA,1,0.0009000000000000119,1
15,0,3,BELA,5,0.4500000000000002,1
15,1,4,ROD,1,0.08999999999999997,1
16,0,1,ROD,1,0.8910899999999999,1
16,1,2,BELA,5,0.04499999999999993,0
16,0,3,FARIN,5,0.8910899999999999,0
16,1,4,ANNA,1,0.08999999999999997,0
17,1,1,ANNA,1,0.05310449999999989,0
17,0,2,ROD,1,4.9095,1
17,1,3,FARIN,5,8.509500000000001,1
17,0,4,BELA,5,4.9095,0
18,0,1,BELA,5,0.4500000000000002,1
18,1,2,ANNA,1,0.08999999999999997,0
18,0,3,ROD,1,0.4500000000000002,0
18,1,4,FARIN,5,0.4500000000000002,0
19,0,1,BELA,5,0.04499999999999993,1
19,1,2,FARIN,5,4.5,1
19,0,3,ANNA,1,0.9,1
19,1,4,ROD,1,4.5,1
20,0,1,ROD,1,0.0891090000000001,1
20,1,2,BELA,5,0.0045000000000001705,0
20,0,3,FARIN,5,0.0891090000000001,0
20,1,4,ANNA,1,0.009000000000000008,0
